,0
2142,127.0
2143,126.0
2144,127.0
2145,132.0
2146,135.0
2147,125.0
2148,124.0
2149,128.0
2150,128.0
2151,126.0
2152,133.0
2153,133.0
2154,133.0
2155,129.0
2156,134.0
2157,138.0
2158,135.0
2159,138.0
2160,136.0
2161,137.0
2162,134.0
2163,134.0
2164,140.0
2165,136.0
2166,138.0
2167,138.0
2168,139.0
2169,138.0
2170,139.0
2171,128.0
2172,138.0
2173,134.0
2174,136.0
2175,132.0
2176,139.0
2177,139.0
2178,131.0
2179,134.0
2180,140.0
2181,138.0
2182,129.0
2183,133.0
2184,134.0
2185,131.0
2186,130.0
2187,134.0
2188,133.0
2189,130.0
2190,134.0
2191,134.0
2192,128.0
2193,136.0
2194,135.0
2195,137.0
2196,139.0
2197,142.0
2198,139.0
2199,140.0
2200,140.0
2201,140.0
2202,136.0
2203,139.0
2204,138.0
2205,143.0
2206,141.0
2207,135.0
2208,134.0
2209,136.0
2210,132.0
2211,131.0
2212,138.0
2213,132.0
2214,135.0
2215,134.0
2216,143.0
2217,133.0
2218,138.0
2219,132.0
2220,132.0
2221,132.0
2222,129.0
2223,128.0
2224,130.0
2225,134.0
2226,132.0
2227,132.0
2228,129.0
2229,128.0
2230,129.0
2231,129.0
2232,122.0
2233,126.0
2234,128.0
2235,130.0
2236,129.0
2237,124.0
2238,120.0
2239,121.0
2240,117.0
2241,113.0
2242,108.0
2243,108.0
2244,105.0
2245,106.0
2246,104.0
2247,108.0
2248,103.0
2249,100.0
2250,101.0
2251,98.0
2252,96.0
2253,96.0
2254,93.0
2255,88.0
2256,88.0
2257,92.0
2258,94.0
2259,90.0
2260,88.0
2261,88.0
2262,85.0
2263,83.0
2264,87.0
2265,81.0
2266,82.0
2267,83.0
2268,84.0
2269,88.0
2270,88.0
2271,95.0
2272,92.0
2273,85.0
2274,84.0
2275,87.0
2276,86.0
2277,82.0
2278,81.0
2279,82.0
2280,80.0
2281,78.0
2282,80.0
2283,85.0
2284,78.0
2285,80.0
2286,76.0
2287,76.0
2288,76.0
2289,77.0
2290,73.0
2291,68.0
2292,66.0
2293,65.0
2294,66.0
2295,64.0
2296,64.0
2297,62.0
2298,59.0
2299,55.0
2300,54.0
2301,52.0
2302,49.0
2303,46.0
2304,44.0
2305,44.0
2306,46.0
2307,42.0
2308,44.0
2309,40.0
2310,40.0
2311,33.0
2312,36.0
2313,34.0
2314,34.0
2315,29.0
2316,29.0
2317,30.0
2318,28.0
2319,27.0
2320,26.0
2321,23.0
2322,27.0
2323,24.0
2324,25.0
2325,26.0
2326,27.0
2327,24.0
2328,25.0
2329,26.0
2330,25.0
2331,23.0
2332,22.0
2333,21.0
2334,18.0
2335,16.0
2336,18.0
2337,16.0
2338,14.0
2339,15.0
2340,15.0
2341,15.0
2342,14.0
2343,14.0
2344,13.0
2345,13.0
2346,12.0
2347,14.0
2348,13.0
2349,12.0
2350,12.0
2351,12.0
2352,11.0
2353,11.0
2354,10.0
2355,13.0
2356,10.0
2357,11.0
2358,11.0
2359,12.0
2360,12.0
2361,12.0
2362,12.0
2363,10.0
2364,11.0
2365,12.0
2366,13.0
2367,14.0
2368,12.0
2369,12.0
2370,15.0
2371,17.0
2372,19.0
2373,18.0
2374,18.0
2375,17.0
2376,17.0
2377,19.0
2378,21.0
2379,24.0
2380,25.0
2381,28.0
2382,30.0
2383,29.0
2384,30.0
2385,34.0
2386,32.0
2387,32.0
2388,30.0
2389,33.0
2390,36.0
2391,38.0
2392,40.0
2393,42.0
2394,43.0
2395,45.0
2396,47.0
2397,49.0
2398,50.0
2399,52.0
2400,48.0
2401,47.0
2402,50.0
2403,53.0
2404,54.0
2405,55.0
2406,59.0
2407,64.0
2408,67.0
2409,70.0
2410,71.0
2411,72.0
2412,67.0
2413,70.0
2414,72.0
2415,72.0
2416,78.0
2417,78.0
2418,83.0
2419,83.0
2420,91.0
2421,96.0
2422,98.0
2423,92.0
2424,91.0
2425,94.0
2426,92.0
2427,96.0
2428,98.0
2429,102.0
2430,106.0
2431,107.0
2432,106.0
2433,113.0
2434,114.0
2435,112.0
2436,110.0
2437,110.0
2438,110.0
2439,111.0
2440,113.0
2441,114.0
2442,111.0
2443,118.0
2444,114.0
2445,117.0
2446,117.0
2447,121.0
2448,120.0
2449,119.0
2450,126.0
2451,126.0
2452,130.0
2453,131.0
2454,132.0
2455,133.0
2456,134.0
2457,136.0
2458,135.0
2459,134.0
2460,130.0
2461,132.0
2462,134.0
2463,133.0
2464,130.0
2465,132.0
2466,132.0
2467,130.0
2468,127.0
2469,130.0
2470,131.0
2471,129.0
2472,131.0
2473,131.0
2474,130.0
2475,130.0
2476,132.0
2477,131.0
2478,131.0
2479,134.0
2480,128.0
2481,131.0
2482,134.0
2483,129.0
2484,121.0
2485,126.0
2486,125.0
2487,127.0
2488,131.0
2489,127.0
2490,127.0
2491,128.0
2492,134.0
2493,131.0
2494,128.0
2495,128.0
2496,124.0
2497,127.0
2498,126.0
2499,124.0
2500,120.0
2501,123.0
2502,119.0
2503,122.0
2504,128.0
2505,125.0
2506,124.0
2507,119.0
2508,119.0
2509,118.0
2510,122.0
2511,123.0
2512,117.0
2513,120.0
2514,119.0
2515,118.0
2516,117.0
2517,111.0
2518,117.0
2519,110.0
2520,110.0
2521,111.0
2522,115.0
2523,114.0
2524,114.0
2525,110.0
2526,106.0
2527,104.0
2528,101.0
2529,97.0
2530,95.0
2531,93.0
2532,90.0
2533,92.0
2534,90.0
2535,92.0
2536,90.0
2537,89.0
2538,86.0
2539,84.0
2540,87.0
2541,87.0
2542,83.0
2543,82.0
2544,84.0
2545,82.0
2546,83.0
2547,82.0
2548,86.0
2549,87.0
2550,84.0
2551,82.0
2552,80.0
2553,81.0
2554,83.0
2555,79.0
2556,82.0
2557,77.0
2558,81.0
2559,76.0
2560,75.0
2561,74.0
2562,68.0
2563,70.0
2564,66.0
2565,64.0
2566,63.0
2567,61.0
2568,60.0
2569,58.0
2570,62.0
2571,62.0
2572,57.0
2573,56.0
2574,50.0
2575,51.0
2576,48.0
2577,46.0
2578,42.0
2579,41.0
2580,38.0
2581,38.0
2582,40.0
2583,38.0
2584,36.0
2585,34.0
2586,31.0
2587,33.0
2588,30.0
2589,31.0
2590,28.0
2591,25.0
2592,24.0
2593,22.0
2594,22.0
2595,22.0
2596,21.0
2597,19.0
2598,19.0
2599,19.0
2600,19.0
2601,18.0
2602,15.0
2603,14.0
2604,14.0
2605,14.0
2606,14.0
2607,14.0
2608,12.0
2609,12.0
2610,10.0
2611,11.0
2612,11.0
2613,11.0
2614,11.0
2615,10.0
2616,10.0
2617,9.0
2618,10.0
2619,10.0
2620,8.0
2621,9.0
2622,9.0
2623,9.0
2624,10.0
2625,10.0
2626,8.0
2627,9.0
2628,8.0
2629,8.0
2630,10.0
2631,10.0
2632,11.0
2633,11.0
2634,11.0
2635,13.0
2636,15.0
2637,14.0
2638,13.0
2639,12.0
2640,12.0
2641,14.0
2642,14.0
2643,16.0
2644,18.0
2645,19.0
2646,22.0
2647,25.0
2648,28.0
2649,29.0
2650,30.0
2651,28.0
2652,28.0
2653,30.0
2654,34.0
2655,40.0
2656,44.0
2657,48.0
2658,55.0
2659,68.0
2660,73.0
2661,83.0
2662,80.0
2663,80.0
2664,79.0
2665,84.0
2666,97.0
2667,107.0
2668,114.0
2669,113.0
2670,127.0
2671,122.0
2672,128.0
2673,121.0
2674,120.0
2675,120.0
2676,128.0
2677,128.0
2678,132.0
2679,140.0
2680,138.0
2681,128.0
2682,137.0
2683,132.0
2684,134.0
2685,127.0
2686,132.0
2687,127.0
2688,118.0
2689,130.0
2690,130.0
2691,125.0
2692,125.0
2693,114.0
2694,126.0
2695,117.0
2696,126.0
2697,118.0
2698,129.0
2699,114.0
2700,111.0
2701,104.0
2702,104.0
2703,108.0
2704,115.0
2705,123.0
2706,121.0
2707,113.0
2708,121.0
2709,117.0
2710,119.0
2711,116.0
2712,116.0
2713,120.0
2714,122.0
2715,118.0
2716,124.0
2717,116.0
2718,119.0
2719,118.0
2720,119.0
2721,124.0
2722,117.0
2723,116.0
2724,117.0
2725,123.0
2726,124.0
2727,120.0
2728,126.0
2729,123.0
2730,122.0
2731,122.0
2732,123.0
2733,128.0
2734,130.0
2735,126.0
2736,123.0
2737,125.0
2738,136.0
2739,128.0
2740,125.0
2741,130.0
2742,116.0
2743,126.0
2744,122.0
2745,121.0
2746,134.0
2747,126.0
2748,124.0
2749,131.0
2750,122.0
2751,132.0
2752,127.0
2753,127.0
2754,132.0
2755,135.0
2756,129.0
2757,138.0
2758,132.0
2759,134.0
2760,127.0
2761,129.0
2762,134.0
2763,129.0
2764,133.0
2765,132.0
2766,138.0
2767,144.0
2768,149.0
2769,139.0
2770,141.0
2771,132.0
2772,132.0
2773,135.0
2774,144.0
2775,142.0
2776,140.0
2777,137.0
2778,134.0
2779,134.0
2780,145.0
2781,141.0
2782,146.0
2783,147.0
2784,137.0
2785,146.0
2786,137.0
2787,144.0
2788,128.0
2789,131.0
2790,141.0
2791,138.0
2792,141.0
2793,136.0
2794,142.0
2795,138.0
2796,126.0
2797,139.0
2798,139.0
2799,130.0
2800,126.0
2801,126.0
2802,127.0
2803,130.0
2804,128.0
2805,122.0
2806,128.0
2807,120.0
2808,114.0
2809,114.0
2810,120.0
2811,117.0
2812,114.0
2813,114.0
2814,116.0
2815,105.0
2816,111.0
2817,118.0
2818,108.0
2819,111.0
2820,105.0
2821,102.0
2822,102.0
2823,97.0
2824,96.0
2825,95.0
2826,97.0
2827,93.0
2828,93.0
2829,90.0
2830,85.0
2831,85.0
2832,85.0
2833,86.0
2834,86.0
2835,90.0
2836,86.0
2837,82.0
2838,80.0
2839,81.0
2840,76.0
2841,81.0
2842,80.0
2843,75.0
2844,78.0
2845,83.0
2846,85.0
2847,78.0
2848,76.0
2849,76.0
2850,75.0
2851,72.0
2852,71.0
2853,71.0
2854,65.0
2855,58.0
2856,57.0
2857,61.0
2858,60.0
2859,61.0
2860,56.0
2861,52.0
2862,52.0
2863,48.0
2864,49.0
2865,49.0
2866,45.0
2867,38.0
2868,37.0
2869,38.0
2870,38.0
2871,37.0
2872,36.0
2873,34.0
2874,33.0
2875,34.0
2876,32.0
2877,30.0
2878,28.0
2879,26.0
2880,26.0
2881,27.0
2882,28.0
2883,25.0
2884,23.0
2885,19.0
2886,18.0
2887,18.0
2888,20.0
2889,18.0
2890,16.0
2891,14.0
2892,12.0
2893,14.0
2894,14.0
2895,14.0
2896,12.0
2897,12.0
2898,10.0
2899,12.0
2900,12.0
2901,12.0
2902,10.0
2903,10.0
2904,10.0
2905,11.0
2906,10.0
2907,10.0
2908,9.0
2909,8.0
2910,9.0
2911,9.0
2912,11.0
2913,10.0
2914,10.0
2915,9.0
2916,9.0
2917,9.0
2918,10.0
2919,11.0
2920,10.0
2921,10.0
2922,12.0
2923,12.0
2924,14.0
2925,14.0
2926,13.0
2927,14.0
2928,12.0
2929,13.0
2930,16.0
2931,16.0
2932,16.0
2933,18.0
2934,21.0
2935,25.0
2936,26.0
2937,30.0
2938,27.0
2939,29.0
2940,30.0
2941,30.0
2942,34.0
2943,40.0
2944,44.0
2945,50.0
2946,59.0
2947,66.0
2948,77.0
2949,80.0
2950,84.0
2951,79.0
2952,88.0
2953,91.0
2954,108.0
2955,118.0
2956,118.0
2957,122.0
2958,124.0
2959,123.0
2960,132.0
2961,135.0
2962,130.0
2963,130.0
2964,136.0
2965,128.0
2966,136.0
2967,137.0
2968,132.0
2969,131.0
2970,138.0
2971,137.0
2972,131.0
2973,129.0
2974,124.0
2975,116.0
2976,114.0
2977,118.0
2978,122.0
2979,119.0
2980,123.0
2981,126.0
2982,117.0
2983,127.0
2984,119.0
2985,122.0
2986,128.0
2987,122.0
2988,121.0
2989,120.0
2990,118.0
2991,120.0
2992,119.0
2993,120.0
2994,125.0
2995,120.0
2996,115.0
2997,114.0
2998,118.0
2999,117.0
3000,119.0
3001,108.0
3002,121.0
3003,119.0
3004,117.0
3005,124.0
3006,122.0
3007,119.0
3008,125.0
3009,118.0
3010,124.0
3011,116.0
3012,116.0
3013,127.0
3014,125.0
3015,124.0
3016,125.0
3017,126.0
3018,124.0
3019,122.0
3020,130.0
3021,120.0
3022,122.0
3023,122.0
3024,125.0
3025,124.0
3026,126.0
3027,124.0
3028,130.0
3029,127.0
3030,124.0
3031,131.0
3032,134.0
3033,135.0
3034,128.0
3035,128.0
3036,130.0
3037,129.0
3038,127.0
3039,128.0
3040,129.0
3041,126.0
3042,133.0
3043,132.0
3044,124.0
3045,134.0
3046,135.0
3047,132.0
3048,128.0
3049,128.0
3050,132.0
3051,133.0
3052,137.0
3053,126.0
3054,130.0
3055,136.0
3056,140.0
3057,138.0
3058,137.0
3059,136.0
3060,132.0
3061,137.0
3062,147.0
3063,148.0
3064,140.0
3065,134.0
3066,140.0
3067,146.0
3068,144.0
3069,144.0
3070,139.0
3071,136.0
3072,138.0
3073,138.0
3074,142.0
3075,134.0
3076,140.0
3077,140.0
3078,139.0
3079,138.0
3080,138.0
3081,134.0
3082,121.0
3083,129.0
3084,133.0
3085,123.0
3086,123.0
3087,123.0
3088,123.0
3089,123.0
3090,116.0
3091,118.0
3092,122.0
3093,124.0
3094,121.0
3095,120.0
3096,118.0
3097,119.0
3098,115.0
3099,118.0
3100,120.0
3101,115.0
3102,110.0
3103,116.0
3104,110.0
3105,115.0
3106,101.0
3107,108.0
3108,101.0
3109,103.0
3110,105.0
3111,90.0
3112,98.0
3113,91.0
3114,88.0
3115,90.0
3116,92.0
3117,88.0
3118,79.0
3119,80.0
3120,80.0
3121,80.0
3122,86.0
3123,81.0
3124,84.0
3125,83.0
3126,76.0
3127,75.0
3128,85.0
3129,78.0
3130,78.0
3131,79.0
3132,74.0
3133,69.0
3134,78.0
3135,76.0
3136,76.0
3137,76.0
3138,75.0
3139,74.0
3140,71.0
3141,70.0
3142,67.0
3143,63.0
3144,61.0
3145,58.0
3146,58.0
3147,60.0
3148,56.0
3149,53.0
3150,53.0
3151,56.0
3152,58.0
3153,54.0
3154,47.0
3155,42.0
3156,40.0
3157,41.0
3158,41.0
3159,35.0
3160,37.0
3161,36.0
3162,33.0
3163,32.0
3164,30.0
3165,30.0
3166,28.0
3167,25.0
3168,27.0
3169,27.0
3170,26.0
3171,24.0
3172,23.0
3173,19.0
3174,19.0
3175,18.0
3176,19.0
3177,18.0
3178,17.0
3179,14.0
3180,13.0
3181,13.0
3182,14.0
3183,14.0
3184,14.0
3185,12.0
3186,12.0
3187,12.0
3188,13.0
3189,13.0
3190,12.0
3191,11.0
3192,11.0
3193,11.0
3194,12.0
3195,10.0
3196,10.0
3197,9.0
3198,9.0
3199,10.0
3200,10.0
3201,10.0
3202,10.0
3203,10.0
3204,9.0
3205,9.0
3206,10.0
3207,10.0
3208,10.0
3209,10.0
3210,11.0
3211,12.0
3212,12.0
3213,13.0
3214,13.0
3215,11.0
3216,11.0
3217,13.0
3218,14.0
3219,15.0
3220,17.0
3221,17.0
3222,19.0
3223,24.0
3224,27.0
3225,29.0
3226,29.0
3227,28.0
3228,26.0
3229,31.0
3230,32.0
3231,39.0
3232,45.0
3233,47.0
3234,55.0
3235,62.0
3236,80.0
3237,80.0
3238,77.0
3239,80.0
3240,80.0
3241,90.0
3242,104.0
3243,110.0
3244,119.0
3245,108.0
3246,118.0
3247,125.0
3248,121.0
3249,134.0
3250,124.0
3251,133.0
3252,130.0
3253,134.0
3254,132.0
3255,142.0
3256,131.0
3257,136.0
3258,130.0
3259,131.0
3260,140.0
3261,136.0
3262,137.0
3263,123.0
3264,118.0
3265,121.0
3266,117.0
3267,121.0
3268,116.0
3269,116.0
3270,119.0
3271,124.0
3272,123.0
3273,121.0
3274,130.0
3275,123.0
3276,113.0
3277,116.0
3278,120.0
3279,119.0
3280,113.0
3281,113.0
3282,117.0
3283,126.0
3284,122.0
3285,123.0
3286,128.0
3287,118.0
3288,114.0
3289,116.0
3290,120.0
3291,115.0
3292,122.0
3293,124.0
3294,116.0
3295,123.0
3296,122.0
3297,127.0
3298,122.0
3299,121.0
3300,122.0
3301,124.0
3302,120.0
3303,129.0
3304,127.0
3305,124.0
3306,125.0
3307,126.0
3308,120.0
3309,131.0
3310,128.0
3311,124.0
3312,124.0
3313,127.0
3314,128.0
3315,123.0
3316,126.0
3317,125.0
3318,126.0
3319,121.0
3320,128.0
3321,127.0
3322,130.0
3323,128.0
3324,123.0
3325,138.0
3326,128.0
3327,140.0
3328,131.0
3329,127.0
3330,131.0
3331,127.0
3332,121.0
3333,131.0
3334,125.0
3335,118.0
3336,125.0
3337,125.0
3338,133.0
3339,140.0
3340,136.0
3341,128.0
3342,132.0
3343,142.0
3344,150.0
3345,151.0
3346,139.0
3347,136.0
3348,131.0
3349,136.0
3350,153.0
3351,152.0
3352,147.0
3353,137.0
3354,145.0
3355,153.0
3356,156.0
3357,161.0
3358,147.0
3359,142.0
3360,146.0
3361,151.0
3362,161.0
3363,153.0
3364,152.0
3365,146.0
3366,148.0
3367,156.0
3368,151.0
3369,149.0
3370,140.0
3371,144.0
3372,140.0
3373,136.0
3374,130.0
3375,127.0
3376,124.0
3377,129.0
3378,126.0
3379,129.0
3380,133.0
3381,129.0
3382,130.0
3383,126.0
3384,131.0
3385,130.0
3386,131.0
3387,123.0
3388,126.0
3389,119.0
3390,113.0
3391,114.0
3392,117.0
3393,107.0
3394,110.0
3395,114.0
3396,108.0
3397,108.0
3398,114.0
3399,114.0
3400,104.0
3401,100.0
3402,102.0
3403,96.0
3404,96.0
3405,92.0
3406,94.0
3407,89.0
3408,86.0
3409,90.0
3410,86.0
3411,90.0
3412,93.0
3413,84.0
3414,83.0
3415,82.0
3416,80.0
3417,80.0
3418,87.0
3419,85.0
3420,81.0
3421,89.0
3422,81.0
3423,86.0
3424,74.0
3425,77.0
3426,78.0
3427,75.0
3428,76.0
3429,74.0
3430,67.0
3431,66.0
3432,64.0
3433,64.0
3434,70.0
3435,60.0
3436,64.0
3437,59.0
3438,57.0
3439,55.0
3440,56.0
3441,51.0
3442,48.0
3443,44.0
3444,43.0
3445,41.0
3446,45.0
3447,41.0
3448,38.0
3449,34.0
3450,33.0
3451,34.0
3452,34.0
3453,34.0
3454,31.0
3455,29.0
3456,28.0
3457,29.0
3458,27.0
3459,28.0
3460,24.0
3461,21.0
3462,20.0
3463,19.0
3464,21.0
3465,20.0
3466,17.0
3467,15.0
3468,14.0
3469,15.0
3470,16.0
3471,14.0
3472,14.0
3473,13.0
3474,12.0
3475,14.0
3476,14.0
3477,14.0
3478,12.0
3479,12.0
3480,12.0
3481,12.0
3482,12.0
3483,12.0
3484,11.0
3485,11.0
3486,9.0
3487,10.0
3488,10.0
3489,10.0
3490,11.0
3491,10.0
3492,10.0
3493,10.0
3494,10.0
3495,10.0
3496,10.0
3497,10.0
3498,11.0
3499,13.0
3500,14.0
3501,14.0
3502,14.0
3503,13.0
3504,12.0
3505,12.0
3506,15.0
3507,18.0
3508,18.0
3509,18.0
3510,21.0
3511,25.0
3512,28.0
3513,30.0
3514,28.0
3515,28.0
3516,29.0
3517,30.0
3518,35.0
3519,40.0
3520,46.0
3521,48.0
3522,62.0
3523,70.0
3524,78.0
3525,85.0
3526,85.0
3527,80.0
3528,86.0
3529,96.0
3530,106.0
3531,116.0
3532,122.0
3533,127.0
3534,124.0
3535,126.0
3536,133.0
3537,127.0
3538,134.0
3539,135.0
3540,136.0
3541,146.0
3542,138.0
3543,146.0
3544,143.0
3545,149.0
3546,137.0
3547,135.0
3548,140.0
3549,133.0
3550,129.0
3551,128.0
3552,122.0
3553,120.0
3554,124.0
3555,128.0
3556,120.0
3557,118.0
3558,125.0
3559,125.0
3560,130.0
3561,120.0
3562,125.0
3563,126.0
3564,117.0
3565,117.0
3566,112.0
3567,116.0
3568,118.0
3569,118.0
3570,125.0
3571,116.0
3572,114.0
3573,118.0
3574,120.0
3575,122.0
3576,119.0
3577,119.0
3578,123.0
3579,122.0
3580,120.0
3581,124.0
3582,124.0
3583,124.0
3584,130.0
3585,125.0
3586,128.0
3587,124.0
3588,118.0
3589,122.0
3590,121.0
3591,131.0
3592,131.0
3593,124.0
3594,124.0
3595,124.0
3596,130.0
3597,130.0
3598,126.0
3599,115.0
3600,123.0
3601,126.0
3602,125.0
3603,126.0
3604,135.0
3605,127.0
3606,124.0
3607,128.0
3608,130.0
3609,129.0
3610,133.0
3611,129.0
3612,126.0
3613,122.0
3614,131.0
3615,121.0
3616,122.0
3617,124.0
3618,123.0
3619,126.0
3620,135.0
3621,129.0
3622,131.0
3623,130.0
3624,129.0
3625,129.0
3626,140.0
3627,133.0
3628,134.0
3629,135.0
3630,139.0
3631,142.0
3632,150.0
3633,148.0
3634,144.0
3635,138.0
3636,142.0
3637,150.0
3638,172.0
3639,169.0
3640,163.0
3641,165.0
3642,162.0
3643,176.0
3644,167.0
3645,161.0
3646,160.0
3647,148.0
3648,148.0
3649,153.0
3650,141.0
3651,142.0
3652,140.0
3653,142.0
3654,143.0
3655,149.0
3656,137.0
3657,129.0
3658,128.0
3659,124.0
3660,133.0
3661,130.0
3662,131.0
3663,122.0
3664,126.0
3665,126.0
3666,133.0
3667,130.0
3668,136.0
3669,134.0
3670,132.0
3671,130.0
3672,127.0
3673,134.0
3674,136.0
3675,128.0
3676,128.0
3677,126.0
3678,126.0
3679,121.0
3680,119.0
3681,115.0
3682,109.0
3683,116.0
3684,106.0
3685,114.0
3686,114.0
3687,103.0
3688,108.0
3689,98.0
3690,97.0
3691,97.0
3692,99.0
3693,93.0
3694,94.0
3695,93.0
3696,83.0
3697,90.0
3698,88.0
3699,92.0
3700,95.0
3701,96.0
3702,88.0
3703,88.0
3704,86.0
3705,86.0
3706,80.0
3707,80.0
3708,80.0
3709,82.0
3710,82.0
3711,80.0
3712,79.0
3713,80.0
3714,74.0
3715,74.0
3716,78.0
3717,74.0
3718,69.0
3719,71.0
3720,63.0
3721,65.0
3722,70.0
3723,65.0
3724,62.0
3725,62.0
3726,59.0
3727,59.0
3728,59.0
3729,53.0
3730,52.0
3731,48.0
3732,45.0
3733,46.0
3734,48.0
3735,42.0
3736,39.0
3737,40.0
3738,36.0
3739,37.0
3740,36.0
3741,36.0
3742,32.0
3743,30.0
3744,30.0
3745,31.0
3746,30.0
3747,28.0
3748,27.0
3749,24.0
3750,22.0
3751,21.0
3752,22.0
3753,21.0
3754,18.0
3755,17.0
3756,16.0
3757,15.0
3758,16.0
3759,16.0
3760,15.0
3761,14.0
3762,15.0
3763,14.0
3764,15.0
3765,15.0
3766,14.0
3767,13.0
3768,14.0
3769,14.0
3770,14.0
3771,12.0
3772,12.0
3773,11.0
3774,11.0
3775,11.0
3776,10.0
3777,12.0
3778,11.0
3779,11.0
3780,11.0
3781,10.0
3782,11.0
3783,10.0
3784,12.0
3785,11.0
3786,12.0
3787,14.0
3788,15.0
3789,14.0
3790,14.0
3791,13.0
3792,12.0
3793,12.0
3794,14.0
3795,16.0
3796,16.0
3797,17.0
3798,20.0
3799,25.0
3800,27.0
3801,30.0
3802,27.0
3803,27.0
3804,28.0
3805,29.0
3806,34.0
3807,37.0
3808,39.0
3809,44.0
3810,53.0
3811,62.0
3812,73.0
3813,78.0
3814,80.0
3815,76.0
3816,77.0
3817,88.0
3818,99.0
3819,112.0
3820,114.0
3821,119.0
3822,126.0
3823,136.0
3824,136.0
3825,143.0
3826,129.0
3827,128.0
3828,134.0
3829,136.0
3830,128.0
3831,143.0
3832,145.0
3833,133.0
3834,143.0
3835,137.0
3836,142.0
3837,141.0
3838,135.0
3839,128.0
3840,123.0
3841,132.0
3842,126.0
3843,130.0
3844,132.0
3845,124.0
3846,130.0
3847,119.0
3848,126.0
3849,124.0
3850,123.0
3851,123.0
3852,119.0
3853,122.0
3854,124.0
3855,120.0
3856,126.0
3857,115.0
3858,126.0
3859,129.0
3860,128.0
3861,126.0
3862,127.0
3863,120.0
3864,119.0
3865,122.0
3866,122.0
3867,128.0
3868,126.0
3869,121.0
3870,122.0
3871,132.0
3872,134.0
3873,124.0
3874,130.0
3875,130.0
3876,124.0
3877,135.0
3878,126.0
3879,132.0
3880,127.0
3881,127.0
3882,130.0
3883,127.0
3884,143.0
3885,138.0
3886,135.0
3887,131.0
3888,132.0
3889,135.0
3890,135.0
3891,139.0
3892,140.0
3893,135.0
3894,134.0
3895,134.0
3896,138.0
3897,137.0
3898,138.0
3899,136.0
3900,134.0
3901,143.0
3902,143.0
3903,144.0
3904,137.0
3905,138.0
3906,142.0
3907,139.0
3908,138.0
3909,144.0
3910,143.0
3911,135.0
3912,144.0
3913,143.0
3914,147.0
3915,161.0
3916,140.0
3917,144.0
3918,156.0
3919,159.0
3920,158.0
3921,157.0
3922,154.0
3923,145.0
3924,137.0
3925,157.0
3926,162.0
3927,160.0
3928,148.0
3929,151.0
3930,156.0
3931,155.0
3932,158.0
3933,158.0
3934,157.0
3935,145.0
3936,148.0
3937,142.0
3938,144.0
3939,144.0
3940,146.0
3941,145.0
3942,144.0
3943,141.0
3944,142.0
3945,139.0
3946,142.0
3947,136.0
3948,137.0
3949,141.0
3950,140.0
3951,134.0
3952,130.0
3953,132.0
3954,142.0
3955,137.0
3956,131.0
3957,136.0
3958,131.0
3959,131.0
3960,137.0
3961,129.0
3962,136.0
3963,134.0
3964,132.0
3965,132.0
3966,129.0
3967,124.0
3968,135.0
3969,132.0
3970,131.0
3971,127.0
3972,120.0
3973,116.0
3974,124.0
3975,126.0
3976,120.0
3977,118.0
3978,113.0
3979,114.0
3980,115.0
3981,106.0
3982,104.0
3983,102.0
3984,102.0
3985,99.0
3986,103.0
3987,102.0
3988,98.0
3989,101.0
3990,94.0
3991,93.0
3992,97.0
3993,95.0
3994,94.0
3995,94.0
3996,93.0
3997,91.0
3998,94.0
3999,92.0
4000,88.0
4001,88.0
4002,91.0
4003,87.0
4004,90.0
4005,88.0
4006,85.0
4007,82.0
4008,78.0
4009,87.0
4010,81.0
4011,85.0
4012,83.0
4013,81.0
4014,78.0
4015,78.0
4016,79.0
4017,75.0
4018,72.0
4019,68.0
4020,67.0
4021,65.0
4022,66.0
4023,63.0
4024,59.0
4025,58.0
4026,54.0
4027,54.0
4028,54.0
4029,51.0
4030,47.0
4031,46.0
4032,46.0
4033,44.0
4034,46.0
4035,44.0
4036,40.0
4037,36.0
4038,36.0
4039,36.0
4040,34.0
4041,32.0
4042,29.0
4043,29.0
4044,28.0
4045,26.0
4046,27.0
4047,26.0
4048,25.0
4049,24.0
4050,23.0
4051,24.0
4052,25.0
4053,24.0
4054,23.0
4055,22.0
4056,23.0
4057,20.0
4058,22.0
4059,21.0
4060,20.0
4061,16.0
4062,16.0
4063,16.0
4064,16.0
4065,15.0
4066,15.0
4067,16.0
4068,14.0
4069,14.0
4070,14.0
4071,13.0
4072,14.0
4073,13.0
4074,12.0
4075,13.0
4076,13.0
4077,13.0
4078,12.0
4079,10.0
4080,11.0
4081,11.0
4082,12.0
4083,13.0
4084,12.0
4085,12.0
4086,13.0
4087,16.0
4088,15.0
4089,17.0
4090,16.0
4091,17.0
4092,15.0
4093,18.0
4094,18.0
4095,20.0
4096,21.0
4097,22.0
4098,26.0
4099,28.0
4100,32.0
4101,32.0
4102,31.0
4103,29.0
4104,30.0
4105,33.0
4106,37.0
4107,43.0
4108,49.0
4109,48.0
4110,50.0
4111,54.0
4112,60.0
4113,62.0
4114,60.0
4115,58.0
4116,56.0
4117,57.0
4118,64.0
4119,69.0
4120,75.0
4121,78.0
4122,77.0
4123,81.0
4124,89.0
4125,91.0
4126,89.0
4127,88.0
4128,86.0
4129,87.0
4130,87.0
4131,91.0
4132,95.0
4133,94.0
4134,97.0
4135,105.0
4136,109.0
4137,112.0
4138,109.0
4139,105.0
4140,98.0
